Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/2           std::pair<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, double>::pair<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&, double&, true>(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&, double&) [23]
[186]    0.0    0.00    0.00       2         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >& std::forward<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&>(std::remove_reference<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&>::type&) [186]
-----------------------------------------------
                0.00    0.00       1/2           std::pair<std::__strip_reference_wrapper<std::decay<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&>::type>::__type, std::__strip_reference_wrapper<std::decay<double&>::type>::__type> std::make_pair<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&, double&>(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&, double&) [24]
                0.00    0.00       1/2           std::pair<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, double>::pair<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&, double&, true>(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&, double&) [23]
[187]    0.0    0.00    0.00       2         double& std::forward<double&>(std::remove_reference<double&>::type&) [187]
-----------------------------------------------
                0.00    0.00       1/1           run_simulation(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, double, double, double, int, double, int) [2]
[188]    0.0    0.00    0.00       1         calculate_tail_correction(int, double, double) [188]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_re [229]
[189]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0() [189]
                0.00    0.00       1/1           std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>::linear_congruential_engine() [217]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[190]    0.0    0.00    0.00       1         std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [190]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[191]    0.0    0.00    0.00       1         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [191]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*>(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*) [226]
[192]    0.0    0.00    0.00       1         void std::_Destroy_aux<false>::__destroy<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*>(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*) [192]
                0.00    0.00      50/50          void std::_Destroy<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*) [99]
                0.00    0.00      50/239         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__addressof<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&) [83]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<double*>(double*, double*) [227]
[193]    0.0    0.00    0.00       1         void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [193]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<int*>(int*, int*) [228]
[194]    0.0    0.00    0.00       1         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [194]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_base() [196]
[195]    0.0    0.00    0.00       1         std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_impl::_Vector_impl() [195]
                0.00    0.00       1/100055      std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_impl_data::_Vector_impl_data() [63]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::vector() [221]
[196]    0.0    0.00    0.00       1         std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_base() [196]
                0.00    0.00       1/1           std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_impl::_Vector_impl() [195]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_Vector_base() [200]
[197]    0.0    0.00    0.00       1         std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_Vector_impl::_Vector_impl() [197]
                0.00    0.00       1/1           std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_Vector_impl_data::_Vector_impl_data() [199]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::~_Vector_base() [201]
[198]    0.0    0.00    0.00       1         std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_Vector_impl::~_Vector_impl() [198]
                0.00    0.00       1/1           std::__new_allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >::~__new_allocator() [212]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_Vector_impl::_Vector_impl() [197]
[199]    0.0    0.00    0.00       1         std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_Vector_impl_data::_Vector_impl_data() [199]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::vector() [219]
[200]    0.0    0.00    0.00       1         std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_Vector_base() [200]
                0.00    0.00       1/1           std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_Vector_impl::_Vector_impl() [197]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::~vector() [220]
[201]    0.0    0.00    0.00       1         std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::~_Vector_base() [201]
                0.00    0.00       1/1           std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_Vector_impl::~_Vector_impl() [198]
                0.00    0.00       1/8           std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_deallocate(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, unsigned long) [157]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::_Vector_base() [205]
[202]    0.0    0.00    0.00       1         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [202]
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [204]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [206]
[203]    0.0    0.00    0.00       1         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [203]
                0.00    0.00       1/1           std::__new_allocator<double>::~__new_allocator() [214]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [202]
[204]    0.0    0.00    0.00       1         std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [204]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::vector() [222]
[205]    0.0    0.00    0.00       1         std::_Vector_base<double, std::allocator<double> >::_Vector_base() [205]
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [202]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::~vector() [223]
[206]    0.0    0.00    0.00       1         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [206]
                0.00    0.00       1/8           std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [158]
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [203]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_base() [210]
[207]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [207]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [209]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [211]
[208]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [208]
                0.00    0.00       1/1           std::__new_allocator<int>::~__new_allocator() [215]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [207]
[209]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [209]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector() [224]
[210]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [210]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [207]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::~vector() [225]
[211]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [211]
                0.00    0.00       1/8           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [159]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [208]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_Vector_impl::~_Vector_impl() [198]
[212]    0.0    0.00    0.00       1         std::__new_allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >::~__new_allocator() [212]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[213]    0.0    0.00    0.00       1         std::__new_allocator<char>::~__new_allocator() [213]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [203]
[214]    0.0    0.00    0.00       1         std::__new_allocator<double>::~__new_allocator() [214]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [208]
[215]    0.0    0.00    0.00       1         std::__new_allocator<int>::~__new_allocator() [215]
-----------------------------------------------
                0.00    0.00       1/1           std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>::linear_congruential_engine() [217]
[216]    0.0    0.00    0.00       1         std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>::linear_congruential_engine(unsigned long) [216]
                0.00    0.00       1/2           std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>::seed(unsigned long) [185]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0() [189]
[217]    0.0    0.00    0.00       1         std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>::linear_congruential_engine() [217]
                0.00    0.00       1/1           std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>::linear_congruential_engine(unsigned long) [216]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[218]    0.0    0.00    0.00       1         std::pair<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, double>::~pair() [218]
                0.00    0.00       1/100119      std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::~vector() [57]
-----------------------------------------------
                0.00    0.00       1/1           run_simulation(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, double, double, double, int, double, int) [2]
[219]    0.0    0.00    0.00       1         std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::vector() [219]
                0.00    0.00       1/1           std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_Vector_base() [200]
-----------------------------------------------
                0.00    0.00       1/1           run_simulation(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, double, double, double, int, double, int) [2]
[220]    0.0    0.00    0.00       1         std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::~vector() [220]
                0.00    0.00       1/15          std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_get_Tp_allocator() [119]
                0.00    0.00       1/1           std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::~_Vector_base() [201]
                0.00    0.00       1/1           void std::_Destroy<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*>(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*) [226]
-----------------------------------------------
                0.00    0.00       1/1           read_xyz(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [21]
[221]    0.0    0.00    0.00       1         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::vector() [221]
                0.00    0.00       1/1           std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_base() [196]
-----------------------------------------------
                0.00    0.00       1/1           run_simulation(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, double, double, double, int, double, int) [2]
[222]    0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >::vector() [222]
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::_Vector_base() [205]
-----------------------------------------------
                0.00    0.00       1/1           run_simulation(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, double, double, double, int, double, int) [2]
[223]    0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >::~vector() [223]
                0.00    0.00       1/15          std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [120]
                0.00    0.00       1/1           void std::_Destroy<double*>(double*, double*) [227]
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [206]
-----------------------------------------------
                0.00    0.00       1/1           run_simulation(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, double, double, double, int, double, int) [2]
[224]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::vector() [224]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_base() [210]
-----------------------------------------------
                0.00    0.00       1/1           run_simulation(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, double, double, double, int, double, int) [2]
[225]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::~vector() [225]
                0.00    0.00       1/15          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [121]
                0.00    0.00       1/1           void std::_Destroy<int*>(int*, int*) [228]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [211]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::~vector() [220]
[226]    0.0    0.00    0.00       1         void std::_Destroy<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*>(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*) [226]
                0.00    0.00       1/1           void std::_Destroy_aux<false>::__destroy<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*>(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*) [192]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::~vector() [223]
[227]    0.0    0.00    0.00       1         void std::_Destroy<double*>(double*, double*) [227]
                0.00    0.00       1/1           void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [193]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::~vector() [225]
[228]    0.0    0.00    0.00       1         void std::_Destroy<int*>(int*, int*) [228]
                0.00    0.00       1/1           void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [194]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

   [7] calculate_LJ(double)  [200] std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_Vector_base() [137] std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&)
   [9] random_double(double, double) [201] std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::~_Vector_base() [95] void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&)
  [17] random_integer(int, int) [167] std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [138] std::vector<double, std::allocator<double> >::_S_do_relocate(double*, double*, double*, std::allocator<double>&, std::integral_constant<bool, true>)
   [2] run_simulation(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, double, double, double, int, double, int) [202] std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [139] std::vector<double, std::allocator<double> >::_S_use_relocate()
  [19] accept_or_reject(double, double) [203] std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [177] void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&)
   [4] calculate_distance(std::array<double, 3ul>, std::array<double, 3ul>, double) [158] std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [140] std::vector<double, std::allocator<double> >::_S_nothrow_relocate(std::integral_constant<bool, true>)
   [3] calculate_pair_energy(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, int, double, double) [204] std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [178] std::vector<double, std::allocator<double> >::end()
   [8] calculate_total_energy(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, double, double) [120] std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [179] std::vector<double, std::allocator<double> >::begin()
 [188] calculate_tail_correction(int, double, double) [205] std::_Vector_base<double, std::allocator<double> >::_Vector_base() [96] std::vector<double, std::allocator<double> >::push_back(double&&)
 [189] __static_initialization_and_destruction_0() [206] std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [222] std::vector<double, std::allocator<double> >::vector()
  [21] read_xyz(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [168] std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [223] std::vector<double, std::allocator<double> >::~vector()
  [41] __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >::__normal_iterator(std::array<double, 3ul> const* const&) [207] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [141] std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&)
 [110] __gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >::__normal_iterator(std::array<double, 3ul>* const&) [208] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [142] std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&)
 [122] __gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > >::__normal_iterator(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* const&) [159] std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [143] std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>)
 [123] __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [209] std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [144] std::vector<int, std::allocator<int> >::_S_use_relocate()
 [124] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [121] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [180] void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&)
 [152] __gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >::difference_type __gnu_cxx::operator-<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >(__gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > const&, __gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > const&) [210] std::_Vector_base<int, std::allocator<int> >::_Vector_base() [145] std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>)
 [160] __gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > >::difference_type __gnu_cxx::operator-<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > >(__gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > > const&, __gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > > const&) [211] std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [181] std::vector<int, std::allocator<int> >::end()
